Demand name,Path_0,Path_1,Path_2,Path_3,Path_4,Path_5,Path_6,Path_7,Path_8,Path_9
Essen_Duesseldorf,0.8180962442912598,0.0628861933239367,0.1190175623848034
Essen_Koeln,0.07653902816162106,0.456373650166867,0.467087321671512
Essen_Dortmund,0.03598076795622117,0.6571251706903443,0.30689406135343456
Essen_Aachen,0.6827366607705104,0.042228858914984416,0.27503448031450517
Essen_Muenster,0.25874246720676813,0.6616852317763408,0.0795723010168911
Essen_Koblenz,0.8212490978710301,0.07721551673402612,0.1015353853949438
Essen_Siegen,0.0032903546778581916,0.6768082319107617,0.31990141341138006
Essen_Wesel,0.8479954703361116,0.12564628347715176,0.026358246186736805
Essen_Berlin,0.06734358295171519,0.41076618634041406,0.5218902307078708
Essen_Leipzig,0.2286133811530387,0.16121765210043273,0.6101689667465284
Essen_Dresden,0.011433901306961999,0.6677955302469922,0.32077056844604585
Essen_Erfurt,0.06483624405279416,0.35790687775903046,0.5772568781881754
Essen_Chemnitz,0.02735417501904853,0.4473957666542985,0.525250058326653
Essen_Schwerin,0.316045122475727,0.5228148258745123,0.16114005164976064
Essen_Magdeburg,0.5786697403094833,0.08517148939123097,0.33615877029928576
Essen_Hamburg,0.3264521798365789,0.09806786044638247,0.5754799597170386
Essen_Bremen,0.3384484263685503,0.5688157184830746,0.09273585514837517
Essen_Kiel,0.3067763984611653,0.6880626933591927,0.005160908179642234
Essen_Norden,0.6940602018926111,0.30593979810738897
Essen_Hannover,0.33558079358449594,0.08543667094391787,0.5789825354715862
Essen_Bielefeld,0.6936260066095802,0.3015780088133182,0.004795984577101692
Essen_Osnabrueck,0.10539353404243959,0.5803938461749212,0.31421261978263937
Essen_Frankfurt,0.4489437027497272,0.1354646996334365,0.4155915976168363
Essen_Darmstadt,0.6516249394382695,0.32226049083324376,0.026114569728486876
Essen_Mannheim,0.4290057137364572,0.17624640469704608,0.3947478815664968
Essen_Saarbruecken,0.19220628878354004,0.6914300644624347,0.11636364675402525
Essen_Stuttgart,0.6853818593201103,0.31084476674846334,0.003773373931426399
Essen_Karlsruhe,0.5900885544848707,0.3174060884753267,0.09250535703980264
Essen_Muenchen,0.017427211871743217,0.7865773976108047,0.1959953905174521
Essen_Augsburg,0.7811492730986718,0.0038785065011741437,0.21497222040015412
Essen_Nuernberg,0.25662998432247713,0.11154264768775789,0.631827367989765
Essen_Wuerzburg,0.7911866482498928,0.005965826854029057,0.2028475248960783
Duesseldorf_Koeln,0.9027048317579903,0.0607823417695486,0.036512826472461124
